drop_id,interval,time_months,raw_target_survival,raw_drop,allocated_events,censors_before_drop,reconstructed_survival_after_drop,survival_error,cleaning_action
1,1,0.9412,0.99266,0.00734,3,0,0.989831,-0.002829,kept
2,1,3.2614,0.9863,0.00473,0,0,0.989831,0.003531,removed_or_merged
3,1,3.9853,0.97285,0.01345,5,1,0.972823,-2.7e-05,kept
4,1,4.1797,0.95647,0.01638,6,0,0.952414,-0.004056,kept
5,1,5.6176,0.94864,0.00783,5,0,0.935407,-0.013233,kept
6,1,5.9559,0.93324,0.0154,1,0,0.932005,-0.001235,kept
7,1,7.098,0.92794,0.0053,8,0,0.904794,-0.023146,kept
8,1,8.029,0.89502,0.03292,10,0,0.870779,-0.024241,kept
9,2,10.3294,0.86794,0.02494,1,0,0.862564,-0.005376,kept
10,2,11.9794,0.85664,0.0113,0,0,0.862564,0.005924,removed_or_merged
11,2,12.9853,0.84666,0.00998,3,0,0.837919,-0.008741,kept
12,2,14.1732,0.81169,0.03497,4,0,0.80506,-0.00663,kept
13,2,14.2588,0.7909,0.02079,4,0,0.7722,-0.0187,kept
14,2,14.7189,0.75348,0.03742,0,0,0.7722,0.01872,removed_or_merged
15,2,15.4216,0.74191,0.01157,4,0,0.73934,-0.00257,kept
16,2,15.5401,0.72694,0.01497,3,0,0.714696,-0.012244,kept
17,2,15.7326,0.71187,0.01507,1,0,0.706481,-0.005389,kept
18,2,16.8735,0.69861,0.01326,1,0,0.698266,-0.000344,kept
19,2,17.2647,0.68305,0.01556,4,0,0.665406,-0.017644,kept
20,2,18.2026,0.66349,0.01956,0,0,0.665406,0.001916,removed_or_merged
21,2,18.5882,0.64314,0.02035,4,0,0.632547,-0.010593,kept
22,2,19.1235,0.62216,0.02098,0,0,0.632547,0.010387,removed_or_merged
23,2,19.4967,0.59892,0.02324,9,0,0.558613,-0.040307,kept
24,3,21.3235,0.5642,0.03404,0,0,0.558613,-0.005587,removed_or_merged
25,3,21.8984,0.52658,0.03762,1,2,0.525753,-0.000827,kept
26,3,27.4853,0.47542,0.05116,2,0,0.460034,-0.015386,kept
27,3,29.25,0.41599,0.05943,1,4,0.414031,-0.001959,kept
28,4,32.1414,0.20736,0.20863,2,1,0.207015,-0.000345,kept
