drop_id,interval,time_months,raw_target_survival,raw_drop,allocated_events,censors_before_drop,reconstructed_survival_after_drop,survival_error,cleaning_action
1,1,1.1471,0.98797,0.01203,7,0,0.976109,-0.011861,kept
2,1,1.4947,0.98119,0.00678,4,0,0.962457,-0.018733,kept
3,1,2.9081,0.97671,0.00448,0,0,0.962457,-0.014253,removed_or_merged
4,1,3.1324,0.96948,0.00723,3,0,0.952218,-0.017262,kept
5,1,3.6706,0.96332,0.00616,1,0,0.948805,-0.014515,kept
6,1,5.2059,0.95451,0.00881,0,0,0.948805,-0.005705,removed_or_merged
7,1,5.65,0.936,0.01851,8,0,0.921502,-0.014498,kept
8,1,7.59,0.92533,0.01067,9,0,0.890785,-0.034545,kept
9,1,8.2834,0.91209,0.01324,10,0,0.856655,-0.055435,kept
10,1,8.8431,0.89859,0.0135,10,0,0.822526,-0.076064,kept
11,2,10.0147,0.87938,0.01921,0,0,0.822526,-0.056854,removed_or_merged
12,2,10.7451,0.86631,0.01307,0,0,0.822526,-0.043784,removed_or_merged
13,2,11.2412,0.85913,0.00718,0,0,0.822526,-0.036604,removed_or_merged
14,2,12.4278,0.8538,0.00533,0,0,0.822526,-0.031274,removed_or_merged
15,2,12.7941,0.83712,0.01668,1,0,0.815373,-0.021747,kept
16,2,14.0588,0.82509,0.01203,2,0,0.801068,-0.024022,kept
17,2,14.8088,0.81438,0.01071,1,0,0.793916,-0.020464,kept
18,2,15.3717,0.78737,0.02701,2,0,0.779611,-0.007759,kept
19,2,16.8235,0.75613,0.03124,4,0,0.751002,-0.005128,kept
20,2,17.0882,0.72707,0.02906,4,0,0.722392,-0.004678,kept
21,2,17.7279,0.7102,0.01687,4,0,0.693782,-0.016418,kept
22,2,19.5621,0.70702,0.00318,7,0,0.643716,-0.063304,kept
23,2,19.7706,0.68305,0.02397,8,0,0.586497,-0.096553,kept
24,3,21.0825,0.65297,0.03008,0,0,0.586497,-0.066473,removed_or_merged
25,3,21.4309,0.61775,0.03522,0,0,0.586497,-0.031253,removed_or_merged
26,3,24.8193,0.5774,0.03889,1,0,0.563037,-0.014363,kept
27,3,27.024,0.54043,0.03697,1,0,0.539577,-0.000853,kept
28,3,27.9414,0.49861,0.04182,3,0,0.469197,-0.029413,kept
29,4,32.4118,0.49494,0.00205,0,0,0.469197,-0.025743,removed_or_merged
