drop_id,interval,time_months,raw_target_survival,raw_drop,allocated_events,censors_before_drop,reconstructed_survival_after_drop,survival_error,cleaning_action
1,1,1.1471,0.98797,0.01203,0,0,1.0,0.01203,removed_or_merged
2,1,1.4947,0.98119,0.00678,0,0,1.0,0.01881,removed_or_merged
3,1,2.9081,0.97671,0.00448,0,0,1.0,0.02329,removed_or_merged
4,1,3.1324,0.96948,0.00723,9,0,0.969283,-0.000197,kept
5,1,3.6706,0.96332,0.00616,2,0,0.962457,-0.000863,kept
6,1,5.2059,0.95451,0.00881,3,0,0.952218,-0.002292,kept
7,1,5.65,0.936,0.01851,6,0,0.931741,-0.004259,kept
8,1,7.59,0.92533,0.01067,3,0,0.921502,-0.003828,kept
9,1,8.2834,0.91209,0.01324,5,0,0.904437,-0.007653,kept
10,1,8.8431,0.89859,0.0135,8,0,0.877133,-0.021457,kept
11,2,10.0147,0.87938,0.01921,1,0,0.869506,-0.009874,kept
12,2,10.7451,0.86631,0.01307,1,0,0.861879,-0.004431,kept
13,2,11.2412,0.85913,0.00718,1,0,0.854251,-0.004879,kept
14,2,12.4278,0.8538,0.00533,0,0,0.854251,0.000451,removed_or_merged
15,2,12.7941,0.83712,0.01668,0,0,0.854251,0.017131,removed_or_merged
16,2,14.0588,0.82509,0.01203,4,0,0.823742,-0.001348,kept
17,2,14.8088,0.81438,0.01071,0,0,0.823742,0.009362,removed_or_merged
18,2,15.3717,0.78737,0.02701,7,0,0.770352,-0.017018,kept
19,2,16.8235,0.75613,0.03124,2,0,0.755097,-0.001033,kept
20,2,17.0882,0.72707,0.02906,4,0,0.724588,-0.002482,kept
21,2,17.7279,0.7102,0.01687,0,0,0.724588,0.014388,removed_or_merged
22,2,19.5621,0.70702,0.00318,3,0,0.701706,-0.005314,kept
23,2,19.7706,0.68305,0.02397,3,0,0.678825,-0.004225,kept
24,3,21.0825,0.65297,0.03008,1,0,0.651672,-0.001298,kept
25,3,21.4309,0.61775,0.03522,2,0,0.597366,-0.020384,kept
26,3,24.8193,0.5774,0.03889,1,0,0.570213,-0.007187,kept
27,3,27.024,0.54043,0.03697,1,2,0.540202,-0.000228,kept
28,3,27.9414,0.49861,0.04182,1,5,0.498648,3.8e-05,kept
29,4,32.4118,0.49494,0.00205,0,0,0.498648,0.003708,removed_or_merged
