drop_id,interval,time_months,raw_target_survival,raw_drop,allocated_events,censors_before_drop,reconstructed_survival_after_drop,survival_error,cleaning_action
1,1,1.1471,0.98797,0.01203,0,0,1.0,0.01203,removed_or_merged
2,1,1.4947,0.98119,0.00678,8,0,0.972696,-0.008494,kept
3,1,2.9081,0.97671,0.00448,0,0,0.972696,-0.004014,removed_or_merged
4,1,3.1324,0.96948,0.00723,1,0,0.969283,-0.000197,kept
5,1,3.6706,0.96332,0.00616,3,0,0.959044,-0.004276,kept
6,1,5.2059,0.95451,0.00881,3,0,0.948805,-0.005705,kept
7,1,5.65,0.936,0.01851,4,0,0.935154,-0.000846,kept
8,1,7.59,0.92533,0.01067,9,0,0.904437,-0.020893,kept
9,1,8.2834,0.91209,0.01324,5,0,0.887372,-0.024718,kept
10,1,8.8431,0.89859,0.0135,10,0,0.853242,-0.045348,kept
11,2,10.0147,0.87938,0.01921,0,0,0.853242,-0.026138,removed_or_merged
12,2,10.7451,0.86631,0.01307,0,0,0.853242,-0.013068,removed_or_merged
13,2,11.2412,0.85913,0.00718,1,0,0.845823,-0.013307,kept
14,2,12.4278,0.8538,0.00533,0,0,0.845823,-0.007977,removed_or_merged
15,2,12.7941,0.83712,0.01668,2,0,0.830984,-0.006136,kept
16,2,14.0588,0.82509,0.01203,2,0,0.816145,-0.008945,kept
17,2,14.8088,0.81438,0.01071,1,0,0.808725,-0.005655,kept
18,2,15.3717,0.78737,0.02701,4,0,0.779047,-0.008323,kept
19,2,16.8235,0.75613,0.03124,4,0,0.749369,-0.006761,kept
20,2,17.0882,0.72707,0.02906,4,0,0.719691,-0.007379,kept
21,2,17.7279,0.7102,0.01687,2,0,0.704852,-0.005348,kept
22,2,19.5621,0.70702,0.00318,2,0,0.690013,-0.017007,kept
23,2,19.7706,0.68305,0.02397,4,0,0.660335,-0.022715,kept
24,3,21.0825,0.65297,0.03008,0,0,0.660335,0.007365,removed_or_merged
25,3,21.4309,0.61775,0.03522,2,0,0.607509,-0.010241,kept
26,3,24.8193,0.5774,0.03889,2,0,0.554682,-0.022718,kept
27,3,27.024,0.54043,0.03697,0,0,0.554682,0.014252,removed_or_merged
28,3,27.9414,0.49861,0.04182,3,0,0.475441,-0.023169,kept
29,4,32.4118,0.49494,0.00205,0,0,0.475441,-0.019499,removed_or_merged
