drop_id,interval,time_months,raw_target_survival,raw_drop,allocated_events,censors_before_drop,reconstructed_survival_after_drop,survival_error,cleaning_action
1,1,0.9412,0.99266,0.00734,3,0,0.989831,-0.002829,kept
2,1,3.2614,0.9863,0.00473,3,0,0.979661,-0.006639,kept
3,1,3.9853,0.97285,0.01345,5,0,0.962712,-0.010138,kept
4,1,4.1797,0.95647,0.01638,0,0,0.962712,0.006242,removed_or_merged
5,1,5.6176,0.94864,0.00783,7,0,0.938983,-0.009657,kept
6,1,5.9559,0.93324,0.0154,5,0,0.922034,-0.011206,kept
7,1,7.098,0.92794,0.0053,6,0,0.901695,-0.026245,kept
8,1,8.029,0.89502,0.03292,10,0,0.867797,-0.027223,kept
9,2,10.3294,0.86794,0.02494,0,0,0.867797,-0.000143,removed_or_merged
10,2,11.9794,0.85664,0.0113,2,0,0.851423,-0.005217,kept
11,2,12.9853,0.84666,0.00998,1,0,0.843236,-0.003424,kept
12,2,14.1732,0.81169,0.03497,5,0,0.802303,-0.009387,kept
13,2,14.2588,0.7909,0.02079,2,0,0.785929,-0.004971,kept
14,2,14.7189,0.75348,0.03742,5,0,0.744995,-0.008485,kept
15,2,15.4216,0.74191,0.01157,2,0,0.728622,-0.013288,kept
16,2,15.5401,0.72694,0.01497,0,0,0.728622,0.001682,removed_or_merged
17,2,15.7326,0.71187,0.01507,3,0,0.704061,-0.007809,kept
18,2,16.8735,0.69861,0.01326,1,0,0.695875,-0.002735,kept
19,2,17.2647,0.68305,0.01556,2,0,0.679501,-0.003549,kept
20,2,18.2026,0.66349,0.01956,2,0,0.663128,-0.000362,kept
21,2,18.5882,0.64314,0.02035,4,0,0.630381,-0.012759,kept
22,2,19.1235,0.62216,0.02098,1,0,0.622194,3.4e-05,kept
23,2,19.4967,0.59892,0.02324,8,0,0.5567,-0.04222,kept
24,3,21.3235,0.5642,0.03404,0,0,0.5567,-0.0075,removed_or_merged
25,3,21.8984,0.52658,0.03762,1,1,0.525772,-0.000808,kept
26,3,27.4853,0.47542,0.05116,2,0,0.463916,-0.011504,kept
27,3,29.25,0.41599,0.05943,2,0,0.402061,-0.013929,kept
28,4,32.1414,0.20736,0.20863,2,1,0.20103,-0.00633,kept
