"Month","SoC_PFS","SoC_OS","Trt_PFS","Trt_OS"
215,1.164707558307e-11,0.00133146421776192,2.29771226607123e-09,0.00541704222654605
216,1.01195867722795e-11,0.00128710314043002,1.99637226429932e-09,0.00523655984788632
217,8.79127986193338e-12,0.00124420054065856,1.73432647784922e-09,0.00506201126333536
218,7.63633695018622e-12,0.0012027092057113,1.50648160159626e-09,0.00489320438858293
219,6.63226572834503e-12,0.00116258342311798,1.3084003969214e-09,0.00472995324312848
220,5.75947392171674e-12,0.00112377893407725,1.13621773823484e-09,0.00457207776070172
221,5.00089781145058e-12,0.00108625288826508,9.86567328492435e-10,0.00441940360540105
222,4.34167801464947e-12,0.00104996380000774,8.56517737730901e-10,0.00427176199338442
223,3.76887655413616e-12,0.00101487150578008,7.4351658714525e-10,0.00412898951995124
224,3.27122999732248e-12,0.000980937122990139,6.4534184880827e-10,0.00399092799185861
225,2.83893409869654e-12,0.000948123010013042,5.60059360362077e-10,0.00385742426471949
226,2.46345595397341e-12,0.000916392727437364,4.85985767156751e-10,0.00372833008533433
227,2.13737017601248e-12,0.000885711000488795,4.21656203356092e-10,0.0036035019388122
228,1.85421604201979e-12,0.000856043682596497,3.6579611021739e-10,0.00348280090034112
229,1.60837294607596e-12,0.000827357720068705,3.1729666561001e-10,0.00336609249147125
230,1.39495182746164e-12,0.000799621117845007,2.75193365208013e-10,0.00325324654077853
231,1.2097005395552e-12,0.00077280290629361,2.38647353851579e-10,0.0031441370487799
232,1.04892138148527e-12,0.000746873109022845,2.06929156352897e-10,0.00303864205697484
233,9.09399239820679e-13,0.000721802711676979,1.79404501429454e-10,0.00293664352089167
234,7.88338984394735e-13,0.000697563631687263,1.55521971274825e-10,0.00283802718702005
235,6.83310934415146e-13,0.000674128688949952,1.34802243219619e-10,0.00274268247351503
236,5.92203361395658e-13,0.000651471577403846,1.16828719602828e-10,0.00265050235456063
237,5.1318112686817e-13,0.000629566837480652,1.01239367900663e-10,0.0025613832482846
238,4.44649667666766e-13,0.000608389829402249,8.77196158139064e-11,0.00247522490811873
239,3.85223641895846e-13,0.000587916707299647,7.59961658058899e-11,0.00239193031750221
240,3.33699636323108e-13,0.000568124394129182,6.58316108704271e-11,0.00231140558782855
241,2.89032412467949e-13,0.000548990557362131,5.70197484066398e-11,0.00223355985953915
242,2.50314235481981e-13,0.000530493585424682,4.93815022609815e-11,0.00215830520626966
243,2.16756888261898e-13,0.000512612564865782,4.27613745066398e-11,0.00208555654195774
244,1.87676024164591e-13,0.000495327258231087,3.70243585778121e-11,0.00201523153082351
245,1.62477556145231e-13,0.000478618082621828,3.2053254145516e-11,0.00194725050013665
246,1.40645818929174e-13,0.000462466088918023,2.77463317740415e-11,0.00188153635568634
247,1.21733274673571e-13,0.000446852941646071,2.40153020740299e-11,0.00181801449987289
248,1.05351562100319e-13,0.000431760899471326,2.07835498929478e-11,0.00175661275234202
249,9.11637148356804e-14,0.00041717279629681,1.79845991643639e-11,0.00169726127308529
250,7.88773971520671e-14,0.000403072022949782,1.55607784683325e-11,0.00163989248793221
251,6.82390248922056e-14,0.000389442509438398,1.34620612188243e-11,0.00158444101636164
252,5.90286564307979e-14,0.000376268707761209,1.16450577626456e-11,0.0015308436015626
253,5.10555534132035e-14,0.000363535575252774,1.00721396106585e-11,0.00147903904267603
254,4.41543239836486e-14,0.000351228558449107,8.71067858139297e-12,0.00142896812915172
255,3.81815725208082e-14,0.0003393335774572,7.53238586744237e-12,0.00138057357715585
256,3.30129897491703e-14,0.000327837010813291,6.5127379783311e-12,0.00133379996796713
257,2.85408256763306e-14,0.000316725680815009,5.63047820653194e-12,0.00128859368830086
258,2.46716952815948e-14,0.000305986839312964,4.86718373801006e-12,0.00124490287250218
259,2.13246733916988e-14,0.000295608153947767,4.2068898130353e-12,0.00120267734655165
260,1.84296408487808e-14,0.000285577694818892,3.63576346143788e-12,0.00116186857382767
261,1.59258490119071e-14,0.000275883921572168,3.14182031028017e-12,0.00112242960257215
262,1.37606739306426e-14,0.00026651567089311,2.71467880965791e-12,0.00108431501500732
263,1.18885352695467e-14,0.000257462144393646,2.34534696024166e-12,0.00104748087805305
264,1.02699583177421e-14,0.00024871289688019,2.02603726836093e-12,0.0010118846955957
265,8.87076025035658e-15,0.000240257824991347,1.75000621325486e-12,0.000977485362260752
266,7.66134427319597e-15,0.000232087156193905,1.51141499731532e-12,0.000944243118643219
267,6.61608742599381e-15,0.00022419143812608,1.30520877311064e-12,0.000912119507950773
268,5.71280968443428e-15,0.000216561528277347,1.12701190887226e-12,0.000881077334016273
269,4.93231362297271e-15,0.000209188583994456,9.7303717407726e-13,0.000851080620637426
270,4.25798531075577e-15,0.000202064052803593,8.40007004976942e-13,0.00082209457220263
271,3.67544833909247e-15,0.00019517966303892,7.25085251813737e-13,0.000794085535563312
272,3.17226394484114e-15,0.000188527414768011,6.25818019750137e-13,0.000767020963114224
273,2.737671120566e-15,0.000182099571005015,5.40082398309245e-13,0.000740869377044327
274,2.36236140750712e-15,0.00017588864920263,4.66042032972854e-13,0.000715600334721995
275,2.03828376708441e-15,0.00016988741301424,4.02108630613803e-13,0.000691184395179418
276,1.75847553456122e-15,0.000164088864317843,3.46908610365736e-13,0.00066759308666204
277,1.5169159865939e-15,0.000158486235493622,2.99254215715982e-13,0.000644798875210019
278,1.30839951310179e-15,0.000153072981947305,2.58118494100404e-13,0.000622775134239577
279,1.12842578227431e-15,0.000147842774871628,2.22613628871058e-13,0.000601496115093162
280,9.7310463347331e-16,0.000142789494238519,1.91972176754178e-13,0.000580936918528232
281,8.39073733153178e-16,0.000137907222014793,1.65530823171327e-13,0.000561073467115415
282,7.23427289678198e-16,0.000133190235594388,1.42716319238149e-13,0.000541882478517667
283,6.23654349258854e-16,0.000128633001440386,1.23033308907491e-13,0.000523341439622919
284,5.37585391672119e-16,0.000124230168930254,1.06053793477672e-13,0.000505428581503545
285,4.63346114902322e-16,0.000119976564397956,9.14080143169208e-14,0.000488122855176769
286,3.99317445753574e-16,0.000115867185366765,7.87765638352955e-14,0.000471403908140954
287,3.44100941809229e-16,0.000111897194966803,6.78835600509883e-14,0.000455252061663451
288,2.96488861429217e-16,0.000108061916531515,5.84907420580028e-14,0.000439648288796436
289,2.55438275023725e-16,0.000104356828367465,5.03923627489149e-14,0.000424574193097887
290,2.20048674570198e-16,0.000100777558691994,4.34107716642286e-14,0.000410011988035544
291,1.89542610942661e-16,9.73198807334852e-05,3.73925951626156e-14,0.000395944477052391
292,1.63248951568319e-16,9.39797079890949e-05,3.22054335241917e-14,0.000382355034272821
293,1.40588405493678e-16,9.07530896350104e-05,2.77350053639022e-14,0.000369227585829329
294,1.21061010240122e-16,8.76362060844134e-05,2.38826790628918e-14,0.000356546591790156
295,1.04235315820449e-16,8.4625364688497e-05,2.05633390124635e-14,0.000344297028668942
296,8.97390368093733e-17,8.17169955760178e-05,1.77035414728515e-14,0.000332464372498006
297,7.72509741387355e-17,7.89076476270041e-05,1.52399209207963e-14,0.000321034582447434
298,6.64940349520793e-17,7.6193984576383e-05,1.31178130201239e-14,0.00030999408497275
299,5.72292019505051e-17,7.35727812434089e-05,1.12900649061027e-14,0.0002993297584744
300,4.92503236667424e-17,7.10409198829148e-05,9.71600742091386e-15,0.00028902891845287
301,4.2379614429136e-17,6.85953866545216e-05,8.36056735535743e-15,0.000279079303143721
302,3.64637677788909e-17,6.62332682060657e-05,7.19350071141609e-15,0.000269469059617314
303,3.1370600092405e-17,6.39517483676187e-05,6.18873056264096e-15,0.000260186730328477
304,2.69861524046076e-17,6.17481049525856e-05,5.32377530753441e-15,0.000251221240101823
305,2.32121881620118e-17,5.9619706662479e-05,4.57925503117151e-15,0.000242561883538869
306,1.99640330577446e-17,5.75640100920689e-05,3.93846535208459e-15,0.000234198312833532
307,1.71687103904368e-17,5.55785568317123e-05,3.38700956951575e-15,0.000226120525983004
308,1.47633316963372e-17,5.36609706637697e-05,2.91248117047172e-15,0.000218318855381412
309,1.26937078610944e-17,5.18089548501037e-05,2.50418983257544e-15,0.000210783956784044
310,1.09131506383712e-17,5.00202895077568e-05,2.15292499000503e-15,0.000203506798630339
311,9.38143858570556e-18,4.82928290699917e-05,1.85075183534508e-15,0.000196478651714164
312,8.06392495947319e-18,4.66244998299662e-05,1.5908353268517e-15,0.000189691079190292
313,6.93076816463992e-18,4.50132975644013e-05,1.36728837308632e-15,0.000183135926906333
314,5.95626799549889e-18,4.34572852346817e-05,1.17504088778807e-15,0.000176805314049694
315,5.1182931864477e-18,4.19545907629091e-05,1.00972685821189e-15,0.000170691624099489
316,4.39778776527008e-18,4.0503404880509e-05,8.67586959470525e-16,0.00016478749607362
317,3.77834540710675e-18,3.91019790470605e-05,7.45384583919286e-16,0.000159085816061578
318,3.24584246145957e-18,3.77486234370998e-05,6.40333445441993e-16,0.000153579709033773
319,2.78812159846246e-18,3.64417049927114e-05,5.50035169806699e-16,0.000148262530918537
320,2.39471912135255e-18,3.51796455397958e-05,4.72425499403925e-16,0.000143127860938184
321,2.0566299430184e-18,3.39609199659654e-05,4.05727928280276e-16,0.000138169494195811
322,1.7661050459717e-18,3.27840544580845e-05,3.48413745438222e-16,0.00013338143450475
323,1.5164769546287e-18,3.16476247975353e-05,2.9916760434951e-16,0.000128757887452887
324,1.30200936158114e-18,3.05502547113487e-05,2.56857857520318e-16,0.000124293253694261
325,1.1177675787123e-18,2.94906142773994e-05,2.20510999341093e-16,0.000119982122460628
326,9.59506940931164e-19,2.84674183819207e-05,1.89289650593725e-16,0.000115819265285875
327,8.23576684777802e-19,2.74794252276516e-05,1.62473595811031e-16,0.000111799629936447
328,7.06837164689917e-19,2.65254348909787e-05,1.39443451863901e-16,0.000107918334541096
329,6.06588563657057e-19,2.56042879264914e-05,1.19666604138752e-16,0.000104170661913536
330,5.20509508673529e-19,2.47148640174145e-05,1.02685096714264e-16,0.000100552054061747
331,4.46604220321672e-19,2.38560806704365e-05,8.8105206134655e-17,9.70581068779057e-05
332,3.8315701471598e-19,2.30268919534938e-05,7.55884656422991e-17,9.36845650030784e-05
333,3.28693139015223e-19,2.22262872751194e-05,6.4843938884242e-17,9.04273168610181e-05
334,2.81945062305022e-19,2.14532902040084e-05,5.56215698435187e-17,8.7282389855587e-05
335,2.41823464928256e-19,2.07069573274969e-05,4.77064596710588e-17,8.42459457264928e-05
336,2.07392273938008e-19,1.99863771476887e-05,4.09139417287239e-17,8.13142760581972e-05
337,1.77847182551354e-19,1.92906690140087e-05,3.50853439492101e-17,7.84837979370273e-05
338,1.52497169264409e-19,1.86189820909992e-05,3.00843429632502e-17,7.57510497516667e-05
339,1.30748599352597e-19,1.79704943602107e-05,2.57938276747158e-17,7.31126871323668e-05
340,1.12091549296058e-19,1.73444116550813e-05,2.21132013700382e-17,7.05654790243661e-05
341,9.60880445081154e-20,1.67399667277274e-05,1.89560612803116e-17,6.8106303891142e-05
342,8.23619437009932e-20,1.61564183466074e-05,1.62482029887677e-17,6.57321460432706e-05
343,7.05902402438409e-20,1.55930504240526e-05,1.39259043797187e-17,6.34400920887974e-05
344,6.04955827700935e-20,1.50491711726898e-05,1.19344501186222e-17,6.12273275011566e-05
